Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(-),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(-),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(+),Fenglong_ST40(+),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(-)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(-),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(-),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(+),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(+),Xuehai_SP10(-),Fenglong_ST40(-),Zusanli_ST36(-),Zhongwan_CV12(-),Shangjuxu_ST37(+),Tianshu_ST30(-),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(-),Chize_LU5(-),Yintang_GV29(-)
Ashi(+),Xuehai_SP10(+),Fenglong_ST40(-),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(+),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
Ashi(-),Xuehai_SP10(-),Fenglong_ST40(+),Zusanli_ST36(+),Zhongwan_CV12(+),Shangjuxu_ST37(-),Tianshu_ST30(+),Geshu_BL17(+),Feishu_BL13(-),Hegu_LI4(+),Chize_LU5(+),Yintang_GV29(+)
